0	10	14	6	
0.000594546	11	13	6	
0.000711522	11	12	7	
0.000880073	10	13	7	
0.000912513	8	13	7	
0.000915661	7	14	7	
0.000960613	7	12	7	
0.00107432	7	11	8	
0.00121257	8	11	8	
0.00123546	7	11	9	
0.0015075	7	10	10	
0.00153233	8	10	9	
0.00173828	8	11	8	
0.00175106	8	10	9	
0.00181713	9	10	8	
0.0019099	8	10	9	
0.00195291	7	11	9	
0.00205704	7	10	10	
0.00207024	8	9	10	
0.00223036	8	8	11	
0.00261631	9	8	10	
0.00270928	10	8	9	
0.00279963	10	9	8	
0.00281822	10	10	7	
0.00301001	10	9	8	
0.00384172	11	9	8	
0.00388037	11	9	6	
0.004103	12	8	6	
0.00410527	11	8	7	
0.00420718	12	8	6	
0.00423931	12	7	7	
0.00445215	11	8	7	
0.00487376	12	8	6	
0.00586865	13	8	5	
0.00609749	12	9	5	
0.00652745	12	8	6	
0.0066024	12	9	5	
0.0066945	13	8	5	
0.00693921	12	8	6	
0.00696628	13	8	5	
0.00719394	14	8	4	
0.00722596	15	7	4	
0.0073879	14	8	4	
0.00782589	15	7	4	
0.00808532	15	6	5	
0.00817114	14	7	5	
0.00819178	12	7	5	
0.00853006	12	7	6	
0.00888511	11	7	7	
0.00915353	10	7	8	
0.00916167	11	6	8	
0.00939297	12	6	7	
0.00945291	11	6	8	
0.00965651	11	5	9	
0.00966345	12	5	8	
0.0099512	11	6	8	
0.0101673	10	6	9	
0.0105012	11	6	8	
0.010626	12	5	8	
0.0106272	10	5	8	
0.0112071	11	4	8	
0.0112413	12	3	8	
0.0115894	11	3	9	
0.0117242	11	4	8	
0.0117815	9	4	8	
0.0124101	10	3	8	
0.0124721	9	3	9	
0.0127108	10	3	8	
0.0130761	10	2	9	
0.0132081	10	1	10	
0.0136899	10	2	10	
0.0138068	10	3	9	
0.0140685	11	3	8	
0.0142663	10	4	8	
0.0143233	10	5	8	
0.0145135	9	6	8	
0.0146099	9	7	7	
0.0147442	8	8	7	
0.0150168	7	9	7	
0.0150702	7	10	7	
0.0150817	8	9	7	
0.0151172	7	10	7	
0.0155813	6	10	8	
0.0157064	7	10	7	
0.0157493	7	9	8	
0.0157651	6	9	9	
0.0157957	5	10	9	
0.0158906	5	11	8	
0.0160184	5	10	9	
0.0160767	5	9	10	
0.0161642	5	10	9	
0.0163785	6	9	9	
0.0164368	5	10	9	
0.0167606	5	11	8	
0.0172785	4	11	9	
0.0175344	4	9	9	
0.0176712	5	9	8	
0.0177105	6	8	8	
0.0177991	7	7	8	
0.0178473	7	6	9	
0.0179108	8	6	8	
0.0180567	8	4	8	
0.0180845	8	3	9	
0.0182401	8	4	9	
0.0183241	8	3	10	
0.0185364	9	3	9	
0.0187889	8	4	9	
0.0189318	8	5	9	
0.0196182	9	5	8	
0.0197264	9	4	9	
0.0201775	9	5	8	
0.0202339	8	6	8	
0.0207721	8	5	9	
0.0212631	9	4	9	
