0	
12	7	11	1.23164e-05	
13	7	10	5.0369e-05	
13	6	11	8.54257e-05	
14	5	11	0.000107375	
15	5	10	0.00011191	
14	5	11	0.000133837	
15	5	10	0.000196314	
14	5	11	0.000249273	
15	5	10	0.000263009	
16	5	9	0.000269779	
15	5	10	0.000277692	
16	5	9	0.000292099	
15	6	9	0.000298273	
16	6	8	0.000304749	
17	6	7	0.000340403	
18	6	6	0.000396903	
19	6	5	0.000420798	
18	6	6	0.000435995	
19	6	5	0.000453355	
20	6	4	0.000488521	
20	7	4	0.000490497	
21	6	4	0.00049113	
20	6	5	0.000508371	
21	5	5	0.000535785	
20	6	5	0.000535911	
19	6	6	0.000536924	
18	6	7	0.000545071	
18	5	8	0.000565624	
17	5	9	0.000570077	
16	6	9	0.000603936	
15	7	9	0.000604161	
14	8	9	0.000604301	
13	9	9	0.000606685	
13	10	8	0.000609601	
14	10	7	0.00061845	
15	9	7	0.000631359	
16	8	7	0.000662273	
17	8	7	0.000720552	
18	7	7	0.000744318	
17	8	7	0.000810128	
18	7	7	0.000833799	
17	8	7	0.000901262	
18	8	6	0.000958935	
17	8	7	0.000996246	
18	8	6	0.0010106	
17	9	6	0.00101636	
17	8	7	0.00104687	
18	7	7	0.00104738	
17	8	7	0.00105113	
16	8	8	0.00108139	
17	7	8	0.00114635	
16	7	9	0.00115255	
16	6	10	0.00117518	
15	7	10	0.00117811	
15	8	9	0.0011865	
15	9	8	0.0011887	
16	8	8	0.00120871	
17	7	8	0.00129113	
17	8	7	0.00131776	
17	7	8	0.00132443	
16	8	8	0.00132517	
16	9	7	0.00136682	
16	8	8	0.00141819	
16	7	9	0.00142315	
17	7	8	0.00145035	
16	7	9	0.00145241	
17	7	8	0.00146295	
17	6	9	0.00148306	
18	5	9	0.00149113	
18	6	8	0.00151264	
17	7	8	0.00151424	
18	7	7	0.00155388	
17	8	7	0.00157684	
16	9	7	0.00159156	
16	8	8	0.00159873	
16	9	7	0.0016094	
16	8	8	0.00162133	
15	9	8	0.00162307	
14	10	8	0.00162829	
13	10	9	0.00163112	
12	11	9	0.00168739	
11	12	9	0.00174733	
10	12	10	0.00174954	
11	11	10	0.00176363	
11	10	11	0.0017708	
11	9	12	0.00177828	
12	9	11	0.00177913	
13	9	10	0.00179887	
14	8	10	0.00180047	
15	8	9	0.00181011	
16	8	8	0.00181464	
16	9	7	0.00181845	
15	10	7	0.00183457	
14	10	8	0.00186451	
13	10	9	0.00188838	
12	10	10	0.00190603	
11	10	11	0.00191067	
12	9	11	0.00194351	
11	9	12	0.00196184	
10	10	12	0.00196582	
10	9	13	0.00199493	
9	10	13	0.0019958	
8	11	13	0.00200406	
8	10	14	0.00201257	
9	10	13	0.00203455	
9	11	12	0.00210501	
8	12	12	0.00210656	
8	11	13	0.00211038	
9	10	13	0.00212914	
8	10	14	0.00215557	
8	11	13	0.0021558	
9	11	12	0.00215814	
9	10	13	0.00216058	
9	11	12	0.00216894	
9	10	13	0.00217986	
10	9	13	0.00219755	
9	10	13	0.00222551	
9	11	12	0.00226876	
10	11	11	0.00228108	
10	12	10	0.00228935	
11	11	10	0.0023152	
11	12	9	0.00232071	
11	13	8	0.00236634	
12	12	8	0.00239288	
12	11	9	0.00245343	
13	11	8	0.00245815	
12	12	8	0.00247566	
13	11	8	0.00248409	
13	10	9	0.00249644	
14	10	8	0.00250111	
14	9	9	0.00250202	
13	10	9	0.00251297	
12	11	9	0.00252488	
12	10	10	0.00252656	
13	10	9	0.00253978	
12	10	10	0.00254659	
11	10	11	0.00259378	
10	11	11	0.00262348	
9	11	12	0.00263751	
8	12	12	0.00266637	
9	12	11	0.00267045	
10	12	10	0.00271084	
11	11	10	0.00272576	
12	11	9	0.00273608	
12	10	10	0.00279388	
12	9	11	0.0029219	
13	9	10	0.00292922	
14	8	10	0.00295395	
13	8	11	0.00297303	
12	9	11	0.00298828	
11	10	11	0.00300441	
12	10	10	0.00300584	
11	11	10	0.0030324	
10	12	10	0.00304447	
9	13	10	0.00308637	
10	13	9	0.00309961	
11	12	9	0.00312974	
12	12	8	0.00315912	
12	13	7	0.00317214	
12	14	6	0.00318301	
11	15	6	0.00318638	
12	14	6	0.00318732	
12	13	7	0.00318986	
13	13	6	0.00323545	
13	14	5	0.00323587	
14	14	4	0.00323943	
13	15	4	0.00324573	
13	14	5	0.00325971	
12	15	5	0.00326373	
13	15	4	0.00327339	
14	15	3	0.0032839	
15	15	2	0.00329556	
14	16	2	0.00330399	
15	15	2	0.00330837	
16	14	2	0.00331452	
17	13	2	0.00332975	
16	14	2	0.0033362	
15	14	3	0.00334659	
16	13	3	0.00335571	
16	14	2	0.00337143	
15	15	2	0.00338662	
15	14	3	0.00339301	
15	13	4	0.00339325	
15	12	5	0.00340936	
14	13	5	0.0034326	
15	12	5	0.00346177	
16	11	5	0.00347563	
15	11	6	0.00348364	
14	11	7	0.00354496	
13	12	7	0.00355498	
13	11	8	0.00355857	
13	10	9	0.00358935	
12	10	10	0.00359764	
13	10	10	0.0036091	
13	9	11	0.0036155	
12	9	12	0.00367261	
13	8	12	0.00368676	
14	8	11	0.00369944	
13	8	12	0.00371439	
12	8	13	0.00371772	
11	9	13	0.0037306	
12	9	12	0.00374961	
13	8	12	0.00375002	
14	8	11	0.00379742	
15	7	11	0.00382459	
14	7	12	0.00384075	
13	7	13	0.00385702	
13	8	12	0.00394566	
12	9	12	0.00398885	
11	9	13	0.00399146	
12	9	12	0.0040106	
11	9	13	0.00402114	
12	9	12	0.00411201	
12	8	13	0.00415149	
11	9	13	0.00415378	
12	9	12	0.0041603	
13	8	12	0.00416571	
13	9	11	0.00418684	
12	9	12	0.00419401	
13	9	11	0.00420822	
13	10	10	0.00421549	
12	11	10	0.0042197	
12	12	9	0.00423079	
12	11	10	0.00426515	
13	10	10	0.00427778	
14	10	9	0.00428351	
13	11	9	0.00429992	
12	12	9	0.00431357	
12	11	10	0.00433441	
11	11	11	0.00440551	
12	10	11	0.00444452	
12	11	10	0.00446796	
11	12	10	0.00447802	
12	11	10	0.00448784	
12	10	11	0.00453505	
11	11	11	0.00455071	
12	11	10	0.00455959	
11	12	10	0.00457157	
12	11	10	0.00458813	
11	11	11	0.00459369	
11	12	10	0.00464308	
10	12	11	0.00465375	
11	11	11	0.00467369	
11	10	12	0.00469827	
10	11	12	0.00469883	
11	11	11	0.00472048	
10	12	11	0.00472124	
10	11	12	0.00472378	
10	10	13	0.00472842	
11	10	12	0.00475217	
10	11	12	0.00475825	
9	12	12	0.00476444	
10	12	11	0.00476483	
11	12	10	0.00476918	
10	12	11	0.00478549	
9	13	11	0.00482792	
8	14	11	0.00487643	
7	14	12	0.00488957	
6	14	13	0.00489101	
6	15	12	0.00490067	
6	16	11	0.00490428	
6	17	10	0.00492729	
6	18	9	0.00495268	
7	17	9	0.00495348	
6	17	10	0.00501684	
7	16	10	0.00501797	
8	15	10	0.00501845	
7	16	10	0.00502778	
6	17	10	0.00502945	
6	18	9	0.00508494	
5	18	10	0.00509953	
5	17	11	0.00510061	
4	18	11	0.00510868	
4	17	12	0.00510968	
4	18	11	0.00512058	
4	17	12	0.00512196	
5	17	11	0.00512677	
5	16	12	0.00514717	
5	17	11	0.00515392	
5	16	12	0.00516	
4	16	13	0.00516029	
